Sender,Recipient,Sender's Location,Recipient's Location,sender.group,SenderLat,SenderLong,RecLat,RecLong,Date,WWA ID,Link
"Babcock, William E.","Whitman, Walt","Poplar Grove Church, VA ","Brooklyn, NY",4,37.545031,-77.056482,40.678145,-73.944467,1864-10-18,nyp.00224.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00224.html
"Mullery, William","Whitman, Walt","Vernon, NJ","Brooklyn, NY",3,41.194702,-74.493794,40.678145,-73.944467,1864-10-21,nyp.00173.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00173.html
"Smith, Bethuel","Whitman, Walt","Queensbury, NY","Brooklyn, NY",4,43.353789,-73.67829,40.678145,-73.944467,1864-10-22,loc.00882.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00882.html
"Farwell, Reuben","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1864-11-07,duk.00375.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00375.html
"Farwell, Reuben","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1864-11-21,duk.00376.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00376.html
"Mullery, Jesse","Whitman, Walt","Vernon, NJ","Brooklyn, NY",4,41.194702,-74.493794,40.678145,-73.944467,1864-11-26,"nyp.00174.xml
",http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00174.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-11-30,loc.00947.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00947.html
"Whitman, Walt","O'Connor, Ellen M.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1864-12-04,nyp.00194.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00194.html
"Babcock, William E.","Whitman, Walt","Poplar Grove Church, VA ","Brooklyn, NY",4,37.545031,-77.056482,40.678145,-73.944467,1864-12-12,nyp.00225.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00225.html
"Mullery, Jesse","Whitman, Walt","Vernon, NJ","Brooklyn, NY",4,41.194702,-74.493794,40.678145,-73.944467,1864-12-21,nyp.00218.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00218.html
"Babcock, William E.","Whitman, Walt","Poplar Grove Church, VA ","Brooklyn, NY",4,37.545031,-77.056482,40.678145,-73.944467,1864-12-25,nyp.00226.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00226.html
"O'Connor, William D.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-12-30,loc.01818.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01818.html
"Wright, David F.","Whitman, Walt","New York, NY","Brooklyn, NY",4,40.680048,-73.94318,40.678145,-73.944467,1865-01-04,nyp.00231.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00231.html
"Trowbridge, John T.","Whitman, Walt","Boston, MA","Brooklyn, NY",3,42.358761,-71.063832,40.678145,-73.944467,1865-01-06,loc.00874.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00874.html
"Whitman, Walt","O'Connor, William D.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-01-06,nyp.00196.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00196.html
"Storms, Herman","Whitman, Walt","Pascock, NJ","Brooklyn, NY",3,41.001004,-74.058207,40.678145,-73.944467,1865-01-11,nyp.00175.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00175.html
"Millis, William H.","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1865-01-12,nyp.00176.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00176.html
"Otto, William T.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1865-01-12,nyp.00219.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00219.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1865-01-19,loc.00654.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00654.html
"Whitman, Walt","O'Connor, William D.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-01-20,nyp.00197.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00197.html
"Smith, Aaron","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1865-01-21,loc.00867.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00867.html
"Babcock, William E.","Whitman, Walt","Poplar Grove Church, VA ","Brooklyn, NY",4,37.545031,-77.056482,40.678145,-73.944467,1865-01-21,loc.01069.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01069.html
"Mullery, Jesse","Whitman, Walt","Vernon, NJ","Washington, DC",4,41.194702,-74.493794,38.896177,-77.036476,1865-01-23,nyp.00177.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00177.html
"Otto, William T.","Whitman, Walt","Washington, DC","Washington, DC",3,38.896177,-77.036476,38.896177,-77.036476,1865-01-24,nyp.00220.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00220.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-01-26,loc.00433.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00433.html
"Smith, Christopher; Smith, Maria","Whitman, Walt","Washington, DC","Washington, DC",3,38.896177,-77.036476,38.896177,-77.036476,1865-01-26,loc.00605.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00605.html
"Whitman, Walt","Whitman, Thomas Jefferson","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1865-01-30,loc.00838.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00838.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-01-31,loc.00434.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00434.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1865-02-01,loc.00839.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00839.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-02-01,duk.00573,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-02-03,loc.00435.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00435.html
"Whitman, Walt","Swinton, John","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1865-02-03,med.00306.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00306.html
"Whitman, Walt","Price, Abby H.","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1865-02-04,pml.00013.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/pml.00013.html
"Swinton, John","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1865-02-05,loc.00870.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00870.html
"Whitman, Walt","Trowbridge, John Townsend","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1865-02-06,loc.00307.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00307.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-02-07,,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00436.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-02-07,loc.00446.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00436.html
"Shepard, Elliot F.","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1865-02-16,loc.00864.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00864.html
"Mason, Julius W.","Whitman, Walt","City Point, VA","Washington, DC",4,37.311239,-77.272394,38.896177,-77.036476,1865-02-16,yal.00100.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00100.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-02-26,,
"Whitman, Walt","Cook, William","Washington, DC","Annapolis, MD",1,38.896177,-77.036476,38.978445,-76.492183,1865-02-27,loc.00840.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00840.html
"Whitman, Walt","Trowbridge, John Townsend","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1865-03-03,sta.00002.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/sta.00002.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-03-05,duk.00435,http://whitman-dev.unl.edu/biography/correspondence/tei/duk.00435.html
"Burr, Celie M.","Whitman, Walt","Troy, NY","Washington, DC",3,42.728134,-73.691935,38.896177,-77.036476,1865-03-07,loc.00849.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00849.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-03-07,duk.00434,
"Whitman, Walt","Wright, David F.","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1865-03-13,med.00308.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00308.html
"Whitman, Walt","O'Connor, William D.; O'Connor, Ellen M.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-03-26,nyp.00198.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00198.html
"Eckler, Peter","Whitman, Walt","New York, NY","Washington, DC",5,40.680048,-73.94318,38.896177,-77.036476,1865-04-22,loc.00853.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00853.html
"Eckler, Peter","Whitman, Walt","New York, NY","Washington, DC",5,40.680048,-73.94318,38.896177,-77.036476,1865-04-26,loc.00880.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00880.html
"Eckler, Peter","Whitman, Walt","New York, NY","Washington, DC",5,40.680048,-73.94318,38.896177,-77.036476,1865-05-01,loc.00854.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00854.html
"Whitman, Walt","Irwin, Mrs.","Washington, DC","Lebanon, PA",1,38.896177,-77.036476,40.340925,-76.41135,1865-05-01,med.00310.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00310.html
"Whitman, Walt","Eckler, Peter","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1865-05-02,rut.00002.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/rut.00002.html
"Whitman, Walt","Eckler, Peter","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1865-05-03,loc.00841.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00841.html
"Mullery, Jesse","Whitman, Walt","Vernon, NJ","Washington, DC",4,41.194702,-74.493794,38.896177,-77.036476,1865-05-03,nyp.00178.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00178.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-05-04,loc.00437.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00437.html
"Whitman, Walt","Howard, Garaphelia","Washington, DC","Washington, DC",1,38.896177,-77.036476,38.896177,-77.036476,1865-05-04,loc.00713.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00713.html
"Eckler, Peter","Whitman, Walt","New York, NY","Washington, DC",5,40.680048,-73.94318,38.896177,-77.036476,1865-05-04,loc.00855.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00855.html
"Otto, William T.","Whitman, Walt","Washington, DC","Washington, DC",3,38.896177,-77.036476,38.896177,-77.036476,1865-05-11,nyp.00221.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00221.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-05-14,loc.00438.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00438.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1865-05-25,wwh.00008.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/wwh.00008.html
"Reed, Milford C.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1865-05-26,yal.00090.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00090.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-06-03,duk.00437,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-06-04,loc.00439.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00439.html
"Whitman, Walt","Swinton, John","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1865-06-09,med.00312.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00312.html
"Whitman, Walt","Pratt, N. M.; Pratt, John B.","Washington, DC","Williamson, NY",1,38.896177,-77.036476,40.356424,-74.652989,1865-06-10,loc.00842.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00842.html
"Mullery, Jesse","Whitman, Walt","Newark, NJ","Washington, DC",4,40.735657,-74.172367,38.896177,-77.036476,1865-06-11,nyp.00179.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00179.html
"Richardson, Kate","Whitman, Walt","Cambridgeport, MA","Washington, DC",3,42.359599,-71.107683,38.896177,-77.036476,1865-06-18,loc.00881.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00881.html
"Palmer, Nicholas D.","Whitman, Walt","Louisville, KY","Washington, DC",4,38.249142,-85.757803,38.896177,-77.036476,1865-06-24,loc.00858.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00858.html
"Harlan, James","Whitman, Walt","Washington, DC","Washington, DC",3,38.896177,-77.036476,38.896177,-77.036476,1865-06-30,nyp.00222.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00222.html
"Whitman, George Washington","Whitman, Walt","Alexandria,VA","Washington, DC",2,38.804877,-77.047593,38.896177,-77.036476,1865-07-14,duk.00367.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00367.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-07-16,loc.00440.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00440.html
"Stewart, William","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1865-07-17,yal.00091.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00091.html
"Van Rensellaer, A.","Whitman, Walt","New York, NY","Washington, DC",3,40.680048,-73.94318,38.896177,-77.036476,1865-07-30,nyp.00223.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00223.html
"Pratt, Alfred","Whitman, Walt","Williamson, NY","Washington, DC",4,40.356424,-74.652989,38.896177,-77.036476,1865-08-07,loc.00606.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00606.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-08-08,duk.00438,
"Ryder, Anson Jr.","Whitman, Walt","Cedar Lake, NY","Washington, DC",4,44.348621,-75.26152,38.896177,-77.036476,1865-08-09,loc.00607.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00607.html
"Whitman, Walt","Ryder, Anson Jr.","Washington, DC","Cedar Lake, NY",1,38.804877,-77.047593,44.348621,-75.26152,1865-08-15,,
"Bainbridge, William F.","Whitman, Walt","Richmond, VA","Washington, DC",4,37.540725,-77.436048,38.896177,-77.036476,1865-08-23,"yal.00092.xml
",http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00092.html
"Ryder, Anson Jr.","Whitman, Walt","Cedar Lake, NY","Washington, DC",4,44.348621,-75.26152,38.896177,-77.036476,1865-08-25,loc.00608.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00608.html
"Whitman, Walt","Pratt, Alfred","Washington, DC","Williamson, NY",1,38.804877,-77.047593,40.356424,-74.652989,1865-08-26,loc.00843.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00843.html
"Whitman, Walt","Sutherland, Byron","Washington, DC","Chautauqua, NY",1,38.804877,-77.047593,42.209774,-79.466844,1865-08-26,sjs.00001.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/sjs.00001.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-08-29,duk.00439,
"Whitman, Walt","Trowbridge, John T.","Washington, DC","Boston, MA",1,38.804877,-77.047593,42.358761,-71.063832,1865-08-31,har.00053.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/har.00053.html
"Sutherland, Byron","Whitman, Walt","Chautauqua, NY","Washington, DC",4,42.209774,-79.466844,38.896177,-77.036476,1865-09-05,loc.00609.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00609.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-05,duk.00440,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-11,loc.00441.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00441.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-11,duk.00461,
"Simpson, Abraham","Whitman, Walt","New York, NY","Washington, DC",5,40.680048,-73.94318,38.896177,-77.036476,1865-09-20,loc.00866.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00866.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-21,duk.00462,
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-27,duk.00463,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-09-29,loc.00442.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00442.html
"Whitman, Walt","O'Connor, Ellen M.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-10-12,nyp.00200.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00200.html
"Whitman, Walt","Sutherland, Byron","Brooklyn, NY","Chautauqua, NY",1,40.678145,-73.944467,42.209774,-79.466844,1865-10-15,med.00313.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00313.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1865-10-17,loc.00948.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00948.html
"O'Connor, William D.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1865-10-19,loc.01819.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01819.html
"Whitman, Walt","O'Connor, Ellen M.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-10-20,nyp.00201.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00201.html
"Ryder, Anson Jr.","Whitman, Walt","Cedar Lake, NY","Brooklyn, NY",4,44.348621,-75.26152,40.678145,-73.944467,1865-10-22,loc.00610.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00610.html
"Whitman, Walt","Kerr, Andrew","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1865-10-29,uva.00347.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/uva.00347.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1865-11-01,loc.00949.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00949.html
"Wilson, Benton H.","Whitman, Walt","Syracuse, NY","Brooklyn, NY",4,43.0481,-76.1474,40.678145,-73.944467,1865-11-11,loc.00611.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00611.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-11-14,duk.00464,
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-11-25,duk.00466,
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-12-03,duk.00468,
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1865-12-10,duk.00465,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,1=Whitman,,,,,,,
,,,,2=Family,,,,,,,
,,,,3=Friends,,,,,,,
,,,,4=Soldiers,,,,,,,
,,,,5=Publishers,,,,,,,
